,Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
10664,Outputs,Personal healthcare services,Access to imaging services,Mean,Singapore,SGP,,0.369276865644387
10665,Outputs,Personal healthcare services,Access to imaging services,Mean,South Africa,ZAF,,0.0942867993074806
10666,Outputs,Personal healthcare services,Access to imaging services,Mean,Eswatini,SWZ,,0.031618194650242
10667,Outputs,Personal healthcare services,Access to imaging services,Mean,Togo,TGO,,0.107173561559158
10668,Outputs,Personal healthcare services,Access to imaging services,Mean,Tonga,TON,,0.206650865842126
10669,Outputs,Personal healthcare services,Access to imaging services,Mean,Trinidad and Tobago,TTO,,0.451785271999915
10670,Outputs,Personal healthcare services,Access to imaging services,Mean,Tuvalu,TUV,,0.206541662602268
10671,Outputs,Personal healthcare services,Access to imaging services,Mean,Uganda,UGA,,0.109891304206547
10672,Outputs,Personal healthcare services,Access to imaging services,Mean,United Kingdom,GBR,,0.421739314143036
10673,Outputs,Personal healthcare services,Access to imaging services,Mean,United Republic of Tanzania,TZA,,0.114665717461981
10674,Outputs,Personal healthcare services,Access to imaging services,Mean,Samoa,WSM,,0.205974089529202
10675,Outputs,Personal healthcare services,Access to imaging services,Mean,Zambia,ZMB,,0.099158711835275
10676,Outputs,Personal healthcare services,Access to imaging services,Mean,Commonwealth,,,0.18030614406968
10680,Outputs,Personal healthcare services,Access to imaging services,Mean,Lower-middle income,,,0.171998841639425
10681,Outputs,Personal healthcare services,Access to imaging services,Mean,Upper-middle income,,,0.157612587849028
10683,Outputs,Personal healthcare services,Access to imaging services,Mean,Carribean and Americas,,,0.361530903511746
10684,Outputs,Personal healthcare services,Access to imaging services,Mean,Pacific,,,0.269886786406736
10685,Outputs,Personal healthcare services,Access to imaging services,Mean,Asia,,,0.177413057145893
10686,Outputs,Personal healthcare services,Access to imaging services,Mean,Africa,,,0.159455932952459
10687,Outputs,Personal healthcare services,Access to imaging services,Mean,Europe,,,0.479763988705097
10688,Outputs,Personal healthcare services,Access to imaging services,Mean,Antigua and Barbuda,ATG,,0.304186333094151
10689,Outputs,Personal healthcare services,Access to imaging services,Mean,Australia,AUS,,0.429504081929046
10690,Outputs,Personal healthcare services,Access to imaging services,Mean,Bahamas,BHS,,0.304610812611591
10691,Outputs,Personal healthcare services,Access to imaging services,Mean,Bangladesh,BGD,,0.175945819607306
10692,Outputs,Personal healthcare services,Access to imaging services,Mean,Barbados,BRB,,0.311329735476488
10693,Outputs,Personal healthcare services,Access to imaging services,Mean,Botswana,BWA,,0.149232110418855
10694,Outputs,Personal healthcare services,Access to imaging services,Mean,Belize,BLZ,,0.159992896840445
10695,Outputs,Personal healthcare services,Access to imaging services,Mean,Solomon Islands,SLB,,0.144197897160312
10696,Outputs,Personal healthcare services,Access to imaging services,Mean,Brunei Darussalam,BRN,,0.495190850010104
10697,Outputs,Personal healthcare services,Access to imaging services,Mean,Cameroon,CMR,,0.219575376913635
10698,Outputs,Personal healthcare services,Access to imaging services,Mean,Canada,CAN,,0.44788728477153
10699,Outputs,Personal healthcare services,Access to imaging services,Mean,Sri Lanka,LKA,,0.175832702361673
10700,Outputs,Personal healthcare services,Access to imaging services,Mean,Cyprus,CYP,,0.336107340394715
10701,Outputs,Personal healthcare services,Access to imaging services,Mean,Dominica,DMA,,0.176138727445917
10702,Outputs,Personal healthcare services,Access to imaging services,Mean,Fiji,FJI,,0.267633988440042
10703,Outputs,Personal healthcare services,Access to imaging services,Mean,Gabon,GAB,,0.241455819890229
10704,Outputs,Personal healthcare services,Access to imaging services,Mean,Gambia,GMB,,0.118782762681019
10705,Outputs,Personal healthcare services,Access to imaging services,Mean,Ghana,GHA,,0.123537151143143
10706,Outputs,Personal healthcare services,Access to imaging services,Mean,Kiribati,KIR,,0.148005808457691
10707,Outputs,Personal healthcare services,Access to imaging services,Mean,Grenada,GRD,,0.161808408495231
10708,Outputs,Personal healthcare services,Access to imaging services,Mean,Guyana,GUY,,0.227310234661717
10709,Outputs,Personal healthcare services,Access to imaging services,Mean,India,IND,,0.176040820927946
10710,Outputs,Personal healthcare services,Access to imaging services,Mean,Jamaica,JAM,,0.165159934943512
10711,Outputs,Personal healthcare services,Access to imaging services,Mean,Kenya,KEN,,0.178152196312539
10712,Outputs,Personal healthcare services,Access to imaging services,Mean,Lesotho,LSO,,0.0707686860173818
10713,Outputs,Personal healthcare services,Access to imaging services,Mean,Malawi,MWI,,0.210408162992456
10714,Outputs,Personal healthcare services,Access to imaging services,Mean,Malaysia,MYS,,0.226280170013389
10715,Outputs,Personal healthcare services,Access to imaging services,Mean,Maldives,MDV,,0.319420168078247
10716,Outputs,Personal healthcare services,Access to imaging services,Mean,Malta,MLT,,0.491183282216836
10717,Outputs,Personal healthcare services,Access to imaging services,Mean,Mauritius,MUS,,0.298956587975747
10718,Outputs,Personal healthcare services,Access to imaging services,Mean,Mozambique,MOZ,,0.162359068652344
10719,Outputs,Personal healthcare services,Access to imaging services,Mean,Namibia,NAM,,0.142705959993543
10720,Outputs,Personal healthcare services,Access to imaging services,Mean,Nauru,NRU,,0.253064798598949
10721,Outputs,Personal healthcare services,Access to imaging services,Mean,Vanuatu,VUT,,0.141170404046111
10722,Outputs,Personal healthcare services,Access to imaging services,Mean,New Zealand,NZL,,0.428029775537278
10723,Outputs,Personal healthcare services,Access to imaging services,Mean,Nigeria,NGA,,0.117262865261667
10724,Outputs,Personal healthcare services,Access to imaging services,Mean,Pakistan,PAK,,0.173594207513475
10725,Outputs,Personal healthcare services,Access to imaging services,Mean,Papua New Guinea,PNG,,0.143243220967871
10726,Outputs,Personal healthcare services,Access to imaging services,Mean,Rwanda,RWA,,0.154081255094441
10727,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Kitts and Nevis,KNA,,0.309729631535466
10728,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Lucia,LCA,,0.163752648976108
10729,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Vincent and the Grenadines,VCT,,0.167388458183543
10730,Outputs,Personal healthcare services,Access to imaging services,Mean,Seychelles,SYC,,0.416907101822726
10731,Outputs,Personal healthcare services,Access to imaging services,Mean,Sierra Leone,SLE,,0.117766171936962
10732,Outputs,Personal healthcare services,Access to imaging services,Mean,Singapore,SGP,,0.472466132514467
10733,Outputs,Personal healthcare services,Access to imaging services,Mean,South Africa,ZAF,,0.140653331730433
10734,Outputs,Personal healthcare services,Access to imaging services,Mean,Eswatini,SWZ,,0.0707921182719204
10735,Outputs,Personal healthcare services,Access to imaging services,Mean,Togo,TGO,,0.117544929677375
10736,Outputs,Personal healthcare services,Access to imaging services,Mean,Tonga,TON,,0.281598580943917
10737,Outputs,Personal healthcare services,Access to imaging services,Mean,Trinidad and Tobago,TTO,,0.305850974824901
10738,Outputs,Personal healthcare services,Access to imaging services,Mean,Tuvalu,TUV,,0.2821
10739,Outputs,Personal healthcare services,Access to imaging services,Mean,Uganda,UGA,,0.167755306827964
10740,Outputs,Personal healthcare services,Access to imaging services,Mean,United Kingdom,GBR,,0.481636715740077
10741,Outputs,Personal healthcare services,Access to imaging services,Mean,United Republic of Tanzania,TZA,,0.195387075546345
10742,Outputs,Personal healthcare services,Access to imaging services,Mean,Samoa,WSM,,0.288768276881836
10743,Outputs,Personal healthcare services,Access to imaging services,Mean,Zambia,ZMB,,0.173310995820185
10744,Outputs,Personal healthcare services,Access to imaging services,Mean,Commonwealth,,,0.232684302347915
10748,Outputs,Personal healthcare services,Access to imaging services,Mean,Lower-middle income,,,0.120104124219378
10749,Outputs,Personal healthcare services,Access to imaging services,Mean,Upper-middle income,,,0.193629051409234
10751,Outputs,Personal healthcare services,Access to imaging services,Mean,Carribean and Americas,,,0.260741185337051
10752,Outputs,Personal healthcare services,Access to imaging services,Mean,Pacific,,,0.394924667021735
10753,Outputs,Personal healthcare services,Access to imaging services,Mean,Asia,,,0.143988882749835
10754,Outputs,Personal healthcare services,Access to imaging services,Mean,Africa,,,0.12830448656336
10755,Outputs,Personal healthcare services,Access to imaging services,Mean,Europe,,,0.315720334947046
10756,Outputs,Personal healthcare services,Access to imaging services,Mean,Antigua and Barbuda,ATG,,0.162065682825407
10757,Outputs,Personal healthcare services,Access to imaging services,Mean,Australia,AUS,,0.405710250973766
10758,Outputs,Personal healthcare services,Access to imaging services,Mean,Bahamas,BHS,,0.163996275445963
10759,Outputs,Personal healthcare services,Access to imaging services,Mean,Bangladesh,BGD,,0.130496350958233
10760,Outputs,Personal healthcare services,Access to imaging services,Mean,Barbados,BRB,,0.163227369234093
10761,Outputs,Personal healthcare services,Access to imaging services,Mean,Botswana,BWA,,0.203459424343581
10762,Outputs,Personal healthcare services,Access to imaging services,Mean,Belize,BLZ,,0.0608374829333107
10763,Outputs,Personal healthcare services,Access to imaging services,Mean,Solomon Islands,SLB,,0.180910809463016
10764,Outputs,Personal healthcare services,Access to imaging services,Mean,Brunei Darussalam,BRN,,0.380046728434191
10765,Outputs,Personal healthcare services,Access to imaging services,Mean,Cameroon,CMR,,0.142757095162799
10766,Outputs,Personal healthcare services,Access to imaging services,Mean,Canada,CAN,,0.277387798898893
10767,Outputs,Personal healthcare services,Access to imaging services,Mean,Sri Lanka,LKA,,0.13040469008277
10768,Outputs,Personal healthcare services,Access to imaging services,Mean,Cyprus,CYP,,0.366156391729474
10769,Outputs,Personal healthcare services,Access to imaging services,Mean,Dominica,DMA,,0.0666233878130635
10770,Outputs,Personal healthcare services,Access to imaging services,Mean,Fiji,FJI,,0.268061477678518
10771,Outputs,Personal healthcare services,Access to imaging services,Mean,Gabon,GAB,,0.201011464501373
10772,Outputs,Personal healthcare services,Access to imaging services,Mean,Gambia,GMB,,0.0276287590001195
10773,Outputs,Personal healthcare services,Access to imaging services,Mean,Ghana,GHA,,0.0802573964153337
10774,Outputs,Personal healthcare services,Access to imaging services,Mean,Kiribati,KIR,,0.181954060909701
10775,Outputs,Personal healthcare services,Access to imaging services,Mean,Grenada,GRD,,0.0666587697282847
10776,Outputs,Personal healthcare services,Access to imaging services,Mean,Guyana,GUY,,0.0612646059147545
10777,Outputs,Personal healthcare services,Access to imaging services,Mean,India,IND,,0.129776907320653
10778,Outputs,Personal healthcare services,Access to imaging services,Mean,Jamaica,JAM,,0.0665058393962112
10779,Outputs,Personal healthcare services,Access to imaging services,Mean,Kenya,KEN,,0.177810885005365
10780,Outputs,Personal healthcare services,Access to imaging services,Mean,Lesotho,LSO,,0.145498121781293
10781,Outputs,Personal healthcare services,Access to imaging services,Mean,Malawi,MWI,,0.100219696614777
10782,Outputs,Personal healthcare services,Access to imaging services,Mean,Malaysia,MYS,,0.225945552545948
10783,Outputs,Personal healthcare services,Access to imaging services,Mean,Maldives,MDV,,0.199662196456166
10784,Outputs,Personal healthcare services,Access to imaging services,Mean,Malta,MLT,,0.306762651424325
10785,Outputs,Personal healthcare services,Access to imaging services,Mean,Mauritius,MUS,,0.240478289945281
10786,Outputs,Personal healthcare services,Access to imaging services,Mean,Mozambique,MOZ,,0.101328984768726
10787,Outputs,Personal healthcare services,Access to imaging services,Mean,Namibia,NAM,,0.203517072734444
10788,Outputs,Personal healthcare services,Access to imaging services,Mean,Nauru,NRU,,0.270703933747412
10789,Outputs,Personal healthcare services,Access to imaging services,Mean,Vanuatu,VUT,,0.182313151666085
10790,Outputs,Personal healthcare services,Access to imaging services,Mean,New Zealand,NZL,,0.407200664952643
10791,Outputs,Personal healthcare services,Access to imaging services,Mean,Nigeria,NGA,,0.0806035863125329
10792,Outputs,Personal healthcare services,Access to imaging services,Mean,Pakistan,PAK,,0.130141550233143
10793,Outputs,Personal healthcare services,Access to imaging services,Mean,Papua New Guinea,PNG,,0.182139748540246
10794,Outputs,Personal healthcare services,Access to imaging services,Mean,Rwanda,RWA,,0.101338873305449
10795,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Kitts and Nevis,KNA,,0.167295957766569
10796,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Lucia,LCA,,0.0672258780482342
10797,Outputs,Personal healthcare services,Access to imaging services,Mean,Saint Vincent and the Grenadines,VCT,,0.0676256790887089
10798,Outputs,Personal healthcare services,Access to imaging services,Mean,Seychelles,SYC,,0.305668247212071
